Record ID,Year,District,Crime_Type,Victim_Gender,Time_of_Incident,Location_Type,Number_of_Accused,Reported_To_Police,Crime_Severity
1039,2017,Erode,Property Crime,Other,Afternoon,Rural,5,Yes,Low
1040,2019,Madurai,Violent Crime,Other,Afternoon,Urban,3,Yes,Moderate
1041,2015,Madurai,Economic Offense,Other,Night,Rural,3,No,High
1042,2023,Coimbatore,Violent Crime,Other,Morning,Urban,5,Yes,Moderate
1043,2018,Tiruchirappalli,Economic Offense,Other,Morning,Rural,4,Yes,Moderate
1044,2024,Tirunelveli,Cyber Crime,Male,Evening,Urban,1,No,Low
1045,2023,Chennai,Violent Crime,Male,Evening,Urban,1,Yes,Low
1046,2014,Chennai,Violent Crime,Other,Night,Urban,4,No,High
1047,2019,Salem,Violent Crime,Other,Morning,Semi-Urban,5,No,Moderate
1048,2019,Salem,Cyber Crime,Male,Evening,Semi-Urban,2,No,Low
1049,2017,Chennai,Property Crime,Female,Evening,Rural,3,No,Moderate
1050,2021,Vellore,Economic Offense,Male,Morning,Rural,2,Yes,Low
1051,2017,Chennai,Violent Crime,Male,Afternoon,Urban,3,No,Moderate
1052,2021,Salem,Cyber Crime,Male,Evening,Urban,2,No,Low
1053,2021,Thoothukudi,Property Crime,Male,Morning,Semi-Urban,5,Yes,Low
1054,2018,Salem,Economic Offense,Male,Evening,Semi-Urban,5,No,Moderate
1055,2017,Vellore,Cyber Crime,Female,Night,Semi-Urban,4,Yes,Moderate
1056,2015,Tirunelveli,Economic Offense,Other,Evening,Rural,2,No,Low
1057,2024,Chennai,Violent Crime,Other,Morning,Semi-Urban,2,No,Low
1058,2016,Coimbatore,Property Crime,Female,Evening,Rural,4,No,Moderate
1059,2016,Thoothukudi,Cyber Crime,Other,Night,Semi-Urban,4,No,High
1060,2017,Madurai,Property Crime,Other,Night,Semi-Urban,5,Yes,Moderate
1061,2017,Vellore,Violent Crime,Other,Evening,Urban,5,Yes,Moderate
1062,2023,Salem,Property Crime,Female,Evening,Rural,2,Yes,Very Low
1063,2024,Coimbatore,Property Crime,Female,Night,Semi-Urban,5,No,Moderate
1064,2024,Erode,Sexual Crime,Other,Night,Urban,5,No,Very High
1065,2018,Tiruchirappalli,Property Crime,Other,Afternoon,Rural,2,No,Low
1066,2017,Chennai,Economic Offense,Other,Afternoon,Rural,4,Yes,Moderate
1067,2024,Tiruchirappalli,Cyber Crime,Male,Night,Semi-Urban,2,No,Moderate
1068,2023,Vellore,Sexual Crime,Male,Evening,Rural,1,Yes,Moderate
1069,2021,Erode,Cyber Crime,Male,Morning,Urban,2,Yes,Very Low
1070,2019,Erode,Cyber Crime,Female,Evening,Urban,1,Yes,Very Low
1071,2019,Erode,Violent Crime,Other,Evening,Rural,2,No,Moderate
1072,2021,Madurai,Violent Crime,Female,Afternoon,Urban,1,No,Low
1073,2020,Vellore,Sexual Crime,Female,Afternoon,Rural,1,No,Moderate
1074,2023,Tirunelveli,Violent Crime,Female,Afternoon,Urban,2,No,Low
1075,2024,Tiruchirappalli,Violent Crime,Other,Night,Rural,5,Yes,High
1076,2023,Tirunelveli,Violent Crime,Male,Night,Rural,3,Yes,High
1077,2021,Coimbatore,Cyber Crime,Other,Evening,Rural,5,No,Moderate
1078,2015,Dindigul,Sexual Crime,Other,Evening,Urban,1,No,Moderate
1079,2022,Thoothukudi,Cyber Crime,Female,Morning,Rural,2,No,Low
1080,2014,Thoothukudi,Economic Offense,Female,Evening,Rural,2,Yes,Low
1081,2021,Tirunelveli,Cyber Crime,Female,Evening,Semi-Urban,2,No,Low
1082,2024,Dindigul,Economic Offense,Male,Afternoon,Semi-Urban,2,Yes,Very Low
1083,2017,Dindigul,Property Crime,Male,Afternoon,Rural,3,Yes,Low
1084,2017,Chennai,Property Crime,Male,Afternoon,Semi-Urban,4,Yes,Low
1085,2018,Coimbatore,Economic Offense,Other,Afternoon,Rural,1,Yes,Low
1086,2021,Vellore,Economic Offense,Female,Afternoon,Semi-Urban,3,Yes,Low
1087,2018,Dindigul,Cyber Crime,Other,Morning,Urban,5,Yes,Low
1088,2021,Salem,Economic Offense,Male,Morning,Urban,4,Yes,Low
1089,2023,Thoothukudi,Sexual Crime,Female,Morning,Rural,4,No,High
1090,2014,Salem,Property Crime,Male,Afternoon,Rural,2,No,Low
1091,2023,Coimbatore,Property Crime,Female,Night,Urban,3,No,Moderate
1092,2022,Dindigul,Economic Offense,Female,Afternoon,Urban,5,Yes,Low
1093,2019,Tiruchirappalli,Violent Crime,Other,Afternoon,Semi-Urban,2,Yes,Low
1094,2016,Thoothukudi,Violent Crime,Other,Morning,Rural,2,No,Moderate
1095,2021,Chennai,Economic Offense,Male,Afternoon,Urban,1,Yes,Very Low
1096,2022,Chennai,Sexual Crime,Other,Morning,Urban,4,Yes,Moderate
1097,2019,Erode,Violent Crime,Other,Afternoon,Rural,5,Yes,Moderate
1098,2024,Madurai,Economic Offense,Other,Evening,Semi-Urban,4,Yes,Low
1099,2020,Dindigul,Sexual Crime,Female,Night,Semi-Urban,3,Yes,High
1100,2014,Coimbatore,Sexual Crime,Other,Night,Semi-Urban,1,Yes,Moderate
1101,2018,Thoothukudi,Cyber Crime,Male,Morning,Semi-Urban,2,Yes,Very Low
1102,2018,Madurai,Sexual Crime,Female,Evening,Urban,1,Yes,Low
1103,2023,Coimbatore,Violent Crime,Female,Night,Rural,2,Yes,Moderate
1104,2017,Tirunelveli,Violent Crime,Other,Morning,Rural,1,Yes,Low
1105,2019,Dindigul,Economic Offense,Female,Afternoon,Urban,2,Yes,Very Low
1106,2020,Vellore,Economic Offense,Male,Afternoon,Urban,4,Yes,Low
1107,2022,Vellore,Sexual Crime,Male,Evening,Urban,4,No,High
1108,2014,Dindigul,Property Crime,Female,Night,Rural,4,Yes,Moderate
1109,2019,Erode,Cyber Crime,Other,Afternoon,Rural,4,Yes,Moderate
1110,2020,Erode,Property Crime,Other,Morning,Rural,1,No,Low
1111,2016,Vellore,Sexual Crime,Female,Afternoon,Semi-Urban,2,No,Moderate
1112,2021,Tiruchirappalli,Sexual Crime,Male,Afternoon,Urban,4,No,High
1113,2018,Thoothukudi,Property Crime,Female,Night,Urban,1,Yes,Low
1114,2022,Vellore,Cyber Crime,Other,Night,Urban,2,Yes,Low
1115,2018,Tiruchirappalli,Property Crime,Other,Morning,Rural,1,No,Low
1116,2022,Madurai,Economic Offense,Female,Evening,Urban,4,No,Moderate
1117,2023,Tiruchirappalli,Violent Crime,Male,Evening,Urban,3,No,Moderate
1118,2017,Madurai,Economic Offense,Female,Afternoon,Semi-Urban,1,Yes,Very Low
1119,2022,Coimbatore,Violent Crime,Male,Morning,Rural,4,Yes,Moderate
1120,2018,Salem,Sexual Crime,Male,Evening,Urban,5,No,High
1121,2023,Coimbatore,Cyber Crime,Female,Evening,Rural,2,Yes,Low
1122,2022,Vellore,Property Crime,Female,Afternoon,Rural,4,Yes,Low
1123,2016,Madurai,Cyber Crime,Male,Morning,Rural,5,No,Moderate
1124,2017,Vellore,Property Crime,Male,Evening,Semi-Urban,1,No,Very Low
1125,2022,Dindigul,Economic Offense,Male,Night,Rural,1,No,Moderate
1126,2023,Thoothukudi,Economic Offense,Male,Night,Rural,5,Yes,High
1127,2024,Chennai,Property Crime,Other,Afternoon,Rural,5,Yes,Low
1128,2019,Vellore,Cyber Crime,Female,Afternoon,Urban,2,Yes,Very Low
1129,2015,Thoothukudi,Property Crime,Male,Afternoon,Semi-Urban,1,Yes,Very Low
1130,2020,Tiruchirappalli,Sexual Crime,Female,Afternoon,Urban,5,Yes,Moderate
1131,2015,Coimbatore,Economic Offense,Male,Evening,Semi-Urban,3,No,Moderate
1132,2024,Tiruchirappalli,Sexual Crime,Female,Morning,Semi-Urban,3,Yes,Moderate
1133,2015,Chennai,Economic Offense,Female,Afternoon,Rural,5,Yes,Moderate
1134,2024,Madurai,Economic Offense,Male,Afternoon,Rural,2,No,Low
1135,2014,Dindigul,Violent Crime,Male,Evening,Urban,1,No,Low
1136,2024,Thoothukudi,Sexual Crime,Female,Afternoon,Semi-Urban,3,No,High
1137,2024,Dindigul,Sexual Crime,Female,Afternoon,Rural,5,No,High
1138,2024,Salem,Violent Crime,Female,Morning,Rural,5,Yes,Moderate
1139,2016,Vellore,Cyber Crime,Other,Night,Rural,4,Yes,High
1140,2019,Madurai,Sexual Crime,Male,Afternoon,Rural,5,No,High
1141,2021,Salem,Property Crime,Other,Evening,Urban,2,Yes,Very Low
1142,2022,Tirunelveli,Violent Crime,Other,Morning,Urban,3,No,Moderate
1143,2020,Vellore,Sexual Crime,Male,Evening,Rural,4,Yes,High
1144,2017,Tiruchirappalli,Cyber Crime,Male,Morning,Rural,3,Yes,Moderate
1145,2019,Coimbatore,Sexual Crime,Other,Morning,Rural,3,Yes,High
1146,2018,Thoothukudi,Economic Offense,Male,Afternoon,Rural,2,No,Low
1147,2021,Chennai,Property Crime,Female,Afternoon,Rural,5,No,Moderate
1148,2014,Chennai,Violent Crime,Female,Afternoon,Semi-Urban,2,Yes,Low
1149,2014,Tiruchirappalli,Economic Offense,Other,Night,Semi-Urban,5,Yes,Moderate
1150,2024,Erode,Cyber Crime,Other,Night,Semi-Urban,4,No,High
1151,2019,Chennai,Economic Offense,Male,Evening,Semi-Urban,2,No,Low
1152,2023,Thoothukudi,Economic Offense,Male,Afternoon,Rural,2,Yes,Low
1153,2015,Tiruchirappalli,Cyber Crime,Other,Night,Semi-Urban,1,Yes,Low
1154,2018,Madurai,Economic Offense,Other,Afternoon,Semi-Urban,2,No,Low
1155,2014,Chennai,Violent Crime,Female,Night,Urban,1,Yes,Moderate
1156,2020,Dindigul,Sexual Crime,Female,Night,Semi-Urban,5,No,Very High
1157,2014,Tiruchirappalli,Economic Offense,Male,Morning,Semi-Urban,5,No,Moderate
1158,2017,Thoothukudi,Violent Crime,Female,Afternoon,Rural,5,Yes,Moderate
1159,2022,Dindigul,Sexual Crime,Male,Afternoon,Semi-Urban,1,Yes,Low
1160,2014,Vellore,Sexual Crime,Male,Night,Semi-Urban,5,Yes,High
1161,2017,Vellore,Economic Offense,Male,Afternoon,Rural,3,No,Moderate
1162,2019,Chennai,Violent Crime,Female,Night,Semi-Urban,2,No,Moderate
1163,2019,Dindigul,Economic Offense,Other,Afternoon,Rural,1,No,Low
1164,2021,Coimbatore,Cyber Crime,Other,Morning,Semi-Urban,5,Yes,Low
1165,2014,Vellore,Sexual Crime,Female,Afternoon,Urban,3,Yes,Moderate
1166,2020,Coimbatore,Economic Offense,Other,Morning,Urban,2,No,Low
1167,2014,Madurai,Sexual Crime,Male,Evening,Semi-Urban,2,No,Moderate
1168,2020,Tiruchirappalli,Violent Crime,Other,Afternoon,Urban,5,Yes,Moderate
1169,2016,Salem,Property Crime,Female,Afternoon,Rural,3,No,Moderate
1170,2024,Thoothukudi,Economic Offense,Other,Afternoon,Semi-Urban,1,Yes,Very Low
1171,2021,Tiruchirappalli,Economic Offense,Male,Morning,Rural,5,Yes,Moderate
1172,2016,Thoothukudi,Sexual Crime,Male,Afternoon,Urban,2,No,Moderate
1173,2014,Dindigul,Violent Crime,Female,Afternoon,Rural,2,No,Moderate
1174,2021,Madurai,Cyber Crime,Female,Night,Urban,2,No,Moderate
1175,2016,Tirunelveli,Violent Crime,Female,Evening,Urban,5,No,Moderate
1176,2015,Chennai,Economic Offense,Male,Morning,Urban,4,No,Moderate
1177,2014,Thoothukudi,Cyber Crime,Other,Night,Rural,4,Yes,High
1178,2016,Thoothukudi,Violent Crime,Other,Morning,Urban,4,No,Moderate
1179,2015,Dindigul,Property Crime,Female,Night,Semi-Urban,3,Yes,Moderate
1180,2015,Coimbatore,Sexual Crime,Other,Evening,Urban,5,No,High
1181,2019,Tiruchirappalli,Violent Crime,Other,Night,Semi-Urban,2,No,Moderate
1182,2014,Tirunelveli,Violent Crime,Female,Morning,Semi-Urban,3,No,Moderate
1183,2015,Erode,Property Crime,Female,Afternoon,Semi-Urban,4,No,Low
1184,2019,Chennai,Economic Offense,Male,Afternoon,Semi-Urban,1,No,Low
1185,2016,Salem,Sexual Crime,Male,Evening,Rural,3,No,High
1186,2017,Erode,Violent Crime,Male,Morning,Semi-Urban,3,Yes,Moderate
1187,2014,Tiruchirappalli,Cyber Crime,Male,Morning,Urban,5,No,Moderate
1188,2021,Chennai,Violent Crime,Other,Morning,Semi-Urban,3,No,Moderate
1189,2020,Thoothukudi,Sexual Crime,Other,Evening,Urban,5,No,High
1190,2020,Salem,Violent Crime,Male,Afternoon,Rural,1,No,Moderate
1191,2016,Coimbatore,Property Crime,Male,Night,Semi-Urban,2,Yes,Low
1192,2023,Tirunelveli,Violent Crime,Female,Evening,Urban,2,Yes,Low
1193,2023,Coimbatore,Violent Crime,Other,Night,Rural,4,Yes,High
1194,2016,Madurai,Cyber Crime,Other,Afternoon,Rural,4,Yes,Moderate
1195,2015,Dindigul,Property Crime,Male,Evening,Urban,1,Yes,Very Low
1196,2014,Chennai,Property Crime,Other,Afternoon,Semi-Urban,2,Yes,Very Low
1197,2020,Coimbatore,Violent Crime,Female,Night,Rural,4,No,Very High
1198,2020,Erode,Cyber Crime,Female,Morning,Urban,3,No,Moderate
1199,2015,Dindigul,Violent Crime,Other,Morning,Semi-Urban,5,Yes,Moderate
1200,2020,Coimbatore,Violent Crime,Male,Night,Rural,4,No,Very High
1201,2021,Vellore,Sexual Crime,Other,Morning,Urban,1,No,Moderate
1202,2014,Madurai,Sexual Crime,Female,Night,Rural,2,No,High
1203,2022,Tiruchirappalli,Cyber Crime,Male,Evening,Rural,1,No,Low
1204,2020,Tirunelveli,Economic Offense,Other,Evening,Urban,5,No,Moderate
1205,2016,Madurai,Sexual Crime,Male,Evening,Rural,5,Yes,High
1206,2021,Dindigul,Economic Offense,Male,Morning,Urban,1,Yes,Very Low
1207,2020,Vellore,Property Crime,Female,Afternoon,Semi-Urban,4,Yes,Low
1208,2024,Chennai,Sexual Crime,Male,Morning,Urban,4,Yes,Moderate
1209,2021,Erode,Sexual Crime,Other,Morning,Semi-Urban,2,Yes,Low
1210,2019,Tirunelveli,Cyber Crime,Male,Afternoon,Rural,2,Yes,Low
1211,2022,Tirunelveli,Economic Offense,Male,Afternoon,Urban,3,No,Moderate
1212,2018,Madurai,Sexual Crime,Other,Afternoon,Urban,3,Yes,Moderate
1213,2016,Dindigul,Sexual Crime,Female,Afternoon,Urban,2,No,Moderate
1214,2016,Chennai,Cyber Crime,Female,Morning,Urban,3,No,Moderate
1215,2014,Thoothukudi,Cyber Crime,Other,Night,Semi-Urban,1,Yes,Low
1216,2021,Vellore,Economic Offense,Other,Evening,Semi-Urban,4,Yes,Low
1217,2015,Thoothukudi,Property Crime,Female,Night,Rural,3,Yes,Moderate
1218,2016,Erode,Property Crime,Male,Morning,Rural,3,No,Moderate
1219,2021,Chennai,Violent Crime,Other,Afternoon,Rural,1,Yes,Low
1220,2021,Chennai,Sexual Crime,Male,Evening,Rural,5,Yes,High
1221,2024,Vellore,Economic Offense,Other,Evening,Urban,2,Yes,Very Low
1222,2017,Salem,Sexual Crime,Female,Night,Semi-Urban,1,No,High
1223,2017,Thoothukudi,Economic Offense,Male,Morning,Semi-Urban,5,Yes,Low
1224,2018,Coimbatore,Economic Offense,Male,Morning,Semi-Urban,1,Yes,Very Low
1225,2019,Tirunelveli,Economic Offense,Other,Morning,Semi-Urban,4,No,Moderate
1226,2018,Salem,Sexual Crime,Male,Evening,Rural,1,No,Moderate
1227,2020,Coimbatore,Cyber Crime,Other,Night,Urban,1,No,Moderate
1228,2015,Dindigul,Sexual Crime,Female,Evening,Semi-Urban,4,Yes,Moderate
1229,2020,Vellore,Economic Offense,Male,Evening,Urban,2,Yes,Very Low
1230,2023,Dindigul,Violent Crime,Other,Afternoon,Urban,5,No,Moderate
1231,2020,Tirunelveli,Property Crime,Male,Night,Urban,3,Yes,Moderate
1232,2014,Tiruchirappalli,Economic Offense,Other,Afternoon,Urban,2,No,Low
1233,2020,Coimbatore,Violent Crime,Other,Morning,Semi-Urban,1,No,Low
1234,2018,Salem,Cyber Crime,Other,Evening,Semi-Urban,3,No,Moderate
1235,2016,Coimbatore,Economic Offense,Female,Night,Semi-Urban,4,No,High
1236,2016,Coimbatore,Violent Crime,Male,Morning,Rural,2,No,Moderate
1237,2017,Vellore,Economic Offense,Female,Night,Semi-Urban,5,Yes,Moderate
1238,2015,Dindigul,Sexual Crime,Other,Evening,Rural,2,Yes,Moderate
1239,2015,Thoothukudi,Violent Crime,Other,Night,Rural,2,Yes,Moderate
1240,2014,Tiruchirappalli,Sexual Crime,Female,Morning,Rural,3,Yes,High
1241,2018,Vellore,Sexual Crime,Female,Afternoon,Semi-Urban,4,No,High
1242,2017,Erode,Violent Crime,Male,Evening,Semi-Urban,4,Yes,Moderate
1243,2024,Vellore,Property Crime,Other,Afternoon,Semi-Urban,2,No,Very Low
1244,2023,Tirunelveli,Violent Crime,Female,Evening,Rural,4,No,High
1245,2015,Tiruchirappalli,Property Crime,Other,Morning,Rural,3,Yes,Low
1246,2016,Chennai,Economic Offense,Other,Evening,Urban,3,Yes,Low
1247,2020,Erode,Economic Offense,Male,Afternoon,Rural,5,No,Moderate
1248,2020,Madurai,Violent Crime,Male,Evening,Rural,4,Yes,Moderate
1249,2017,Vellore,Economic Offense,Male,Morning,Semi-Urban,5,Yes,Low
1250,2018,Coimbatore,Cyber Crime,Female,Evening,Urban,1,Yes,Very Low
1251,2018,Thoothukudi,Sexual Crime,Other,Afternoon,Urban,3,Yes,Moderate
1252,2019,Chennai,Sexual Crime,Female,Morning,Urban,2,No,Moderate
1253,2022,Vellore,Property Crime,Female,Afternoon,Semi-Urban,3,No,Low
1254,2015,Vellore,Economic Offense,Male,Evening,Urban,1,Yes,Very Low
1255,2018,Salem,Property Crime,Other,Night,Urban,2,No,Low
1256,2016,Salem,Sexual Crime,Other,Afternoon,Semi-Urban,4,No,High
1257,2017,Chennai,Sexual Crime,Male,Evening,Urban,4,Yes,Moderate
1258,2023,Dindigul,Economic Offense,Other,Night,Rural,3,Yes,High
1259,2019,Salem,Cyber Crime,Male,Night,Rural,2,No,Moderate
1260,2021,Coimbatore,Cyber Crime,Female,Morning,Rural,2,No,Low
1261,2014,Erode,Economic Offense,Female,Night,Rural,5,No,High
1262,2023,Madurai,Economic Offense,Male,Afternoon,Rural,1,Yes,Low
1263,2021,Tiruchirappalli,Property Crime,Female,Afternoon,Rural,4,No,Moderate
1264,2024,Madurai,Economic Offense,Female,Night,Rural,3,No,High
1265,2020,Madurai,Cyber Crime,Male,Evening,Rural,2,Yes,Low
1266,2014,Tiruchirappalli,Economic Offense,Female,Afternoon,Rural,4,No,Moderate
1267,2015,Salem,Property Crime,Other,Afternoon,Semi-Urban,3,Yes,Low
1268,2016,Chennai,Property Crime,Female,Morning,Semi-Urban,4,Yes,Low
1269,2014,Tiruchirappalli,Property Crime,Male,Evening,Rural,3,No,Moderate
1270,2022,Tirunelveli,Property Crime,Other,Night,Semi-Urban,4,Yes,Moderate
1271,2021,Dindigul,Violent Crime,Other,Evening,Semi-Urban,5,Yes,Moderate
1272,2015,Erode,Economic Offense,Female,Morning,Rural,1,No,Low
1273,2022,Thoothukudi,Sexual Crime,Other,Morning,Rural,4,Yes,High
1274,2020,Salem,Economic Offense,Male,Evening,Semi-Urban,1,No,Low
1275,2022,Dindigul,Violent Crime,Other,Morning,Rural,4,Yes,Moderate
1276,2019,Tiruchirappalli,Property Crime,Female,Morning,Rural,2,Yes,Very Low
1277,2019,Tirunelveli,Violent Crime,Female,Morning,Rural,5,No,High
1278,2024,Thoothukudi,Cyber Crime,Other,Evening,Rural,5,No,Moderate
1279,2017,Erode,Cyber Crime,Male,Morning,Semi-Urban,1,No,Low
1280,2023,Erode,Economic Offense,Male,Night,Urban,2,Yes,Low
1281,2023,Salem,Economic Offense,Female,Night,Semi-Urban,3,No,High
1282,2015,Tiruchirappalli,Sexual Crime,Female,Afternoon,Urban,5,Yes,Moderate
1283,2020,Dindigul,Sexual Crime,Male,Night,Urban,2,No,High
1284,2018,Chennai,Cyber Crime,Other,Afternoon,Urban,2,Yes,Very Low
1285,2024,Dindigul,Property Crime,Other,Evening,Semi-Urban,1,No,Very Low
1286,2019,Dindigul,Violent Crime,Other,Morning,Semi-Urban,2,Yes,Low
1287,2015,Erode,Sexual Crime,Other,Night,Semi-Urban,2,No,High
1288,2018,Chennai,Sexual Crime,Male,Afternoon,Semi-Urban,3,Yes,Moderate
1289,2023,Chennai,Property Crime,Female,Evening,Semi-Urban,1,Yes,Very Low
1290,2017,Salem,Property Crime,Female,Afternoon,Urban,1,Yes,Very Low
1291,2022,Thoothukudi,Economic Offense,Other,Morning,Semi-Urban,2,Yes,Very Low
1292,2019,Vellore,Violent Crime,Male,Night,Urban,3,No,High
1293,2015,Madurai,Property Crime,Male,Evening,Semi-Urban,4,Yes,Low
1294,2014,Madurai,Sexual Crime,Other,Afternoon,Semi-Urban,5,No,High
1295,2018,Erode,Sexual Crime,Other,Evening,Rural,1,Yes,Moderate
1296,2022,Vellore,Cyber Crime,Other,Afternoon,Urban,3,No,Moderate
1297,2019,Thoothukudi,Property Crime,Female,Afternoon,Semi-Urban,3,Yes,Low
1298,2023,Vellore,Economic Offense,Other,Morning,Semi-Urban,2,Yes,Very Low
1299,2020,Salem,Violent Crime,Female,Morning,Semi-Urban,5,No,Moderate
1300,2018,Dindigul,Economic Offense,Male,Afternoon,Rural,1,No,Low
1301,2023,Erode,Sexual Crime,Male,Night,Urban,4,Yes,High
1302,2019,Chennai,Economic Offense,Female,Evening,Semi-Urban,2,No,Low
1303,2018,Erode,Sexual Crime,Female,Evening,Semi-Urban,1,No,Moderate
1304,2024,Madurai,Sexual Crime,Female,Morning,Semi-Urban,1,No,Moderate
1305,2022,Thoothukudi,Sexual Crime,Female,Night,Rural,3,Yes,Very High
1306,2019,Vellore,Sexual Crime,Other,Afternoon,Semi-Urban,5,No,High
1307,2024,Thoothukudi,Sexual Crime,Male,Morning,Urban,4,Yes,Moderate
1308,2021,Salem,Cyber Crime,Other,Afternoon,Urban,5,No,Moderate
1309,2015,Erode,Economic Offense,Female,Afternoon,Urban,3,No,Moderate
1310,2022,Tiruchirappalli,Cyber Crime,Other,Morning,Urban,4,Yes,Low
1311,2018,Erode,Cyber Crime,Other,Night,Semi-Urban,4,No,High
1312,2020,Chennai,Property Crime,Male,Evening,Rural,2,No,Low
1313,2023,Erode,Property Crime,Other,Morning,Rural,4,No,Moderate
1314,2014,Tirunelveli,Property Crime,Male,Night,Rural,1,No,Moderate
1315,2023,Salem,Violent Crime,Female,Afternoon,Semi-Urban,5,No,Moderate
1316,2018,Coimbatore,Property Crime,Other,Morning,Rural,5,No,Moderate
1317,2023,Salem,Economic Offense,Female,Evening,Urban,2,No,Low
1318,2015,Vellore,Cyber Crime,Male,Evening,Semi-Urban,4,Yes,Low
1319,2019,Coimbatore,Economic Offense,Female,Afternoon,Rural,3,Yes,Moderate
1320,2024,Vellore,Property Crime,Female,Morning,Urban,1,Yes,Very Low
1321,2014,Vellore,Violent Crime,Male,Evening,Urban,2,Yes,Low
1322,2016,Chennai,Violent Crime,Female,Morning,Semi-Urban,4,Yes,Moderate
1323,2018,Chennai,Cyber Crime,Female,Evening,Semi-Urban,3,No,Moderate
1324,2017,Dindigul,Economic Offense,Female,Afternoon,Rural,4,Yes,Moderate
1325,2016,Madurai,Sexual Crime,Other,Afternoon,Rural,2,Yes,Moderate
1326,2023,Dindigul,Economic Offense,Female,Morning,Rural,3,No,Moderate
1327,2018,Dindigul,Property Crime,Male,Night,Semi-Urban,3,Yes,Moderate
1328,2024,Madurai,Sexual Crime,Other,Night,Rural,3,No,Very High
1329,2021,Tiruchirappalli,Violent Crime,Other,Afternoon,Rural,3,No,High
1330,2024,Coimbatore,Cyber Crime,Male,Evening,Urban,4,Yes,Low
1331,2017,Thoothukudi,Cyber Crime,Female,Night,Urban,3,Yes,Moderate
1332,2014,Dindigul,Violent Crime,Other,Afternoon,Urban,4,No,Moderate
1333,2024,Erode,Property Crime,Other,Evening,Rural,3,No,Moderate
1334,2020,Erode,Violent Crime,Other,Evening,Semi-Urban,3,Yes,Moderate
1335,2021,Vellore,Property Crime,Female,Night,Urban,2,No,Low
1336,2016,Madurai,Sexual Crime,Other,Afternoon,Semi-Urban,4,Yes,Moderate
1337,2019,Vellore,Violent Crime,Male,Evening,Rural,4,Yes,Moderate
1338,2015,Tirunelveli,Property Crime,Female,Evening,Rural,5,Yes,Low
1339,2020,Tirunelveli,Sexual Crime,Male,Morning,Urban,2,Yes,Low
1340,2021,Thoothukudi,Violent Crime,Male,Morning,Semi-Urban,4,No,Moderate
1341,2019,Chennai,Cyber Crime,Other,Night,Urban,2,No,Moderate
1342,2019,Chennai,Violent Crime,Other,Morning,Rural,2,Yes,Low
1343,2018,Madurai,Economic Offense,Other,Afternoon,Semi-Urban,2,Yes,Very Low
1344,2021,Madurai,Violent Crime,Male,Night,Urban,1,No,Moderate
1345,2014,Dindigul,Economic Offense,Female,Night,Rural,4,No,High
1346,2023,Tirunelveli,Sexual Crime,Other,Morning,Urban,2,No,Moderate
1347,2017,Dindigul,Violent Crime,Other,Evening,Semi-Urban,1,No,Low
1348,2017,Chennai,Sexual Crime,Male,Afternoon,Semi-Urban,1,No,Moderate
1349,2016,Coimbatore,Sexual Crime,Female,Afternoon,Semi-Urban,3,Yes,Moderate
